,Unnamed: 0,Date_Published,Locality,Type_of_Property,Price
6667,6667,April,ATTARD,apartment,185000
6668,6668,April,ATTARD,maisonette,330000
6669,6669,April,ATTARD,penthouse,220000
6670,6670,April,ATTARD,apartment,199000
6671,6671,April,BAĦAR IĊ-ĊAGĦAQ,apartment,185000
6672,6672,April,BAĦAR IĊ-ĊAGĦAQ,maisonette,390000
6673,6673,April,BAĦAR IĊ-ĊAGĦAQ,apartment,370000
6674,6674,April,BAĦRIJA,farmhouse,750000
6675,6675,April,BAĦRIJA,apartment,160000
6676,6676,April,BALZAN,character,480000
6677,6677,April,BALZAN,apartment,199000
6678,6678,April,BALZAN,apartment,190000
6679,6679,April,BALZAN,townhouse,595000
6680,6680,April,BIDNIJA,farmhouse,735000
6681,6681,April,BIRGUMA,apartment,339000
6682,6682,April,BIRGUMA,bungalow,888000
6683,6683,April,BIRKIRKARA,penthouse,180000
6684,6684,April,BIRKIRKARA,apartment,159000
6685,6685,April,BIRKIRKARA,apartment,189000
6686,6686,April,BIRKIRKARA,farmhouse,6100000
6687,6687,April,BIRKIRKARA,apartment,128000
6688,6688,April,BIRKIRKARA,maisonette,325000
6689,6689,April,BIRKIRKARA,apartment,150000
6690,6690,April,BIRKIRKARA,townhouse,371000
6691,6691,April,BIRŻEBBUĠA,maisonette,89000
6692,6692,April,BIRŻEBBUĠA,house of character of character,404000
6693,6693,April,BIRŻEBBUĠA,apartment,128000
6694,6694,April,BUĠIBBA,apartment,123000
6695,6695,April,BUĠIBBA,apartment,190000
6696,6696,April,BUĠIBBA,apartment,295000
6697,6697,April,BUĠIBBA,maisonette,130000
6698,6698,April,BUĠIBBA,house of character of character,390000
6699,6699,April,BUSKETT,villa,645000
6700,6700,April,COSPICUA,house of character of character,495000
6701,6701,April,COSPICUA,maisonette,156000
6702,6702,April,COSPICUA,house of character of character,675000
6703,6703,April,COSPICUA,townhouse,139000
6704,6704,April,COSPICUA,maisonette,120000
6705,6705,April,COSPICUA,townhouse,414600
6706,6706,April,COSPICUA,maisonette,132000
6707,6707,April,FGURA,apartment,97000
6708,6708,April,FGURA,apartment,96000
6709,6709,April,FGURA,apartment,90000
6710,6710,April,FGURA,house of character of character,185000
6711,6711,April,FGURA,maisonette,149000
6712,6712,April,FGURA,penthouse,146000
6713,6713,April,FGURA,apartment,92000
6714,6714,April,FGURA,apartment,92000
6715,6715,April,FGURA,apartment,117000
6716,6716,April,FLEUR,house of character of character,395000
6717,6717,April,FLORIANA,apartment,165000
6718,6718,April,FLORIANA,townhouse,650000
6719,6719,April,GĦARGĦUR,penthouse,450000
6720,6720,April,GĦARGĦUR,character,875000
6721,6721,April,GĦARGĦUR,penthouse,475000
6722,6722,April,GĦARGĦUR,penthouse,299000
6723,6723,April,GĦARGĦUR,maisonette,255000
6724,6724,April,GĦAXAQ,maisonette,148000
6725,6725,April,GĦAXAQ,maisonette,229000
6726,6726,April,GĦAXAQ,apartment,80000
6727,6727,April,GOZO FONTANA,farmhouse,495000
6728,6728,April,GOZO MARSALFORN,apartment,95000
6729,6729,April,GOZO MARSALFORN,apartment,119000
6730,6730,April,GOZO MARSALFORN,apartment,80000
6731,6731,April,GOZO MUNXAR,apartment,98000
6732,6732,April,GOZO NADUR,penthouse,175900
6733,6733,April,GOZO NADUR,penthouse,380000
6734,6734,April,GOZO NADUR,house of character of character,165000
6735,6735,April,GOZO NADUR,farmhouse,289000
6736,6736,April,GOZO QALA,penthouse,158000
6737,6737,April,GOZO QALA,apartment,275000
6738,6738,April,GOZO QALA,character,345000
6739,6739,April,GOZO QALA,character,250000
6740,6740,April,GOZO SANNAT,farmhouse,220000
6741,6741,April,GOZO SANTA,farmhouse,370000
6742,6742,April,GOZO SANTA,character,370000
6743,6743,April,GOZO VICTORIA,character,178000
6744,6744,April,GOZO VICTORIA,penthouse,145000
6745,6745,April,GOZO XAGĦRA,apartment,98000
6746,6746,April,GOZO XAGĦRA,apartment,95000
6747,6747,April,GOZO XAGĦRA,apartment,249000
6748,6748,April,GUARDAMANGIA,apartment,135000
6749,6749,April,GŻIRA,maisonette,245000
6750,6750,April,GŻIRA,apartment,215000
6751,6751,April,GŻIRA,apartment,165000
6752,6752,April,GŻIRA,apartment,160000
6753,6753,April,GŻIRA,apartment,269000
6754,6754,April,ĦAMRUN,apartment,137000
6755,6755,April,IKLIN,penthouse,450000
6756,6756,April,IKLIN,apartment,155000
6757,6757,April,KAPPARA,villa,660000
6758,6758,April,KAPPARA,villa,675000
6759,6759,April,KAPPARA,maisonette,395000
6760,6760,April,LIJA,apartment,220000
6761,6761,April,LIJA,apartment,158000
6762,6762,April,LIJA,villa,920000
6763,6763,April,LIJA,maisonette,318000
6764,6764,April,LIJA,apartment,170000
6765,6765,April,LIJA,maisonette,380000
6766,6766,April,LIJA,townhouse,239000
6767,6767,April,LUQA,character,186000
6768,6768,April,LUQA,apartment,103000
6769,6769,April,LUQA,character,356200
6770,6770,April,LUQA,maisonette,235000
6771,6771,April,LUQA,maisonette,149000
6772,6772,April,LUQA,character,235000
6773,6773,April,MADLIENA,bungalow,2330000
6774,6774,April,MADLIENA,penthouse,475000
6775,6775,April,MADLIENA,villa,5500000
6776,6776,April,MANIKATA,apartment,375000
6777,6777,April,MANIKATA,apartment,375000
6778,6778,April,MANIKATA,penthouse,375000
6779,6779,April,MANIKATA,apartment,310000
6780,6780,April,MANIKATA,maisonette,245000
6781,6781,April,MANIKATA,apartment,260000
6782,6782,April,MANIKATA,apartment,239000
6783,6783,April,MANIKATA,maisonette,245000
6784,6784,April,MANIKATA,apartment,220000
6785,6785,April,MANIKATA,maisonette,185000
6786,6786,April,MARSASCALA,apartment,120000
6787,6787,April,MARSASCALA,apartment,160000
6788,6788,April,MARSASCALA,apartment,270000
6789,6789,April,MARSASCALA,plot,1100000
6790,6790,April,MARSASCALA,apartment,135000
6791,6791,April,MARSASCALA,maisonette,239000
6792,6792,April,MARSASCALA,apartment,205000
6793,6793,April,MARSASCALA,apartment,145000
6794,6794,April,MARSASCALA,maisonette,1780000
6795,6795,April,MARSASCALA,maisonette,168900
6796,6796,April,MARSASCALA,apartment,165000
6797,6797,April,MARSASCALA,penthouse,399000
6798,6798,April,MARSASCALA,apartment,181000
6799,6799,April,MARSASCALA,apartment,210000
6800,6800,April,MARSASCALA,penthouse,340000
6801,6801,April,MARSASCALA,maisonette,169500
6802,6802,April,MARSASCALA,apartment,145000
6803,6803,April,MARSASCALA,maisonette,180000
6804,6804,April,MELLIEĦA,bungalow,975000
6805,6805,April,MELLIEĦA,house of character of character,308000
6806,6806,April,MELLIEĦA,apartment,165000
6807,6807,April,MELLIEĦA,apartment,155000
6808,6808,April,MELLIEĦA,house of character of character,350000
6809,6809,April,MELLIEĦA,apartment,420000
6810,6810,April,MELLIEĦA,apartment,185000
6811,6811,April,MELLIEĦA,penthouse,381000
6812,6812,April,MELLIEĦA,apartment,155000
6813,6813,April,MELLIEĦA,house of character of character,210000
6814,6814,April,MELLIEĦA,apartment,215000
6815,6815,April,MELLIEĦA,apartment,425000
6816,6816,April,MELLIEĦA,townhouse,285000
6817,6817,April,MELLIEĦA,townhouse,285000
6818,6818,April,MĠARR,penthouse,255000
6819,6819,April,MONTEROSA,villa,950000
6820,6820,April,MOSTA,apartment,250000
6821,6821,April,MOSTA,apartment,124000
6822,6822,April,MOSTA,character,330000
6823,6823,April,MOSTA,apartment,170000
6824,6824,April,MOSTA,house of character of character,519000
6825,6825,April,MOSTA,house of character of character,385000
6826,6826,April,MOSTA,apartment,230000
6827,6827,April,MOSTA,penthouse,159000
6828,6828,April,MOSTA,apartment,260000
6829,6829,April,MOSTA,apartment,165000
6830,6830,April,MOSTA,apartment,186000
6831,6831,April,MOSTA,townhouse,450000
6832,6832,April,MSIDA,apartment,159000
6833,6833,April,MSIDA,apartment,130000
6834,6834,April,MSIDA,maisonette,195000
6835,6835,April,MSIDA,apartment,309000
6836,6836,April,MSIDA,apartment,185000
6837,6837,April,MSIDA,apartment,205000
6838,6838,April,MTARFA,maisonette,210000
6839,6839,April,NAXXAR,apartment,195000
6840,6840,April,NAXXAR,character,785000
6841,6841,April,NAXXAR,townhouse,750000
6842,6842,April,NAXXAR,character,426000
6843,6843,April,NAXXAR,townhouse,750000
6844,6844,April,NAXXAR,maisonette,320000
6845,6845,April,NAXXAR,maisonette,320000
6846,6846,April,NAXXAR,house of character of character,635000
6847,6847,April,NAXXAR,apartment,183000
6848,6848,April,NAXXAR,character,426000
6849,6849,April,NAXXAR,house of character of character,510000
6850,6850,April,PACEVILLE,townhouse,550000
6851,6851,April,PAOLA,maisonette,150000
6852,6852,April,PAOLA,townhouse,372000
6853,6853,April,PAOLA,apartment,111500
6854,6854,April,PAOLA,house of character of character,267000
6855,6855,April,PAOLA,apartment,125000
6856,6856,April,PEMBROKE,villa,1170000
6857,6857,April,PEMBROKE,villa,850000
6858,6858,April,PIETÀ,maisonette,146000
6859,6859,April,PORTOMASO,apartment,890000
6860,6860,April,PORTOMASO,apartment,375000
6861,6861,April,QAWRA,apartment,212000
6862,6862,April,QAWRA,apartment,790000
6863,6863,April,QAWRA,apartment,120000
6864,6864,April,QAWRA,apartment,120000
6865,6865,April,QAWRA,apartment,105000
6866,6866,April,QAWRA,maisonette,130000
6867,6867,April,QAWRA,penthouse,105000
6868,6868,April,QAWRA,apartment,160000
6869,6869,April,QAWRA,apartment,150000
6870,6870,April,QAWRA,apartment,137000
6871,6871,April,QAWRA,maisonette,160000
6872,6872,April,QORMI,penthouse,115000
6873,6873,April,QORMI,penthouse,339000
6874,6874,April,QORMI,apartment,159500
6875,6875,April,QRENDI,maisonettes,181000
6876,6876,April,QRENDI,character,560000
6877,6877,April,QRENDI,apartment,155000
6878,6878,April,RABAT,farmhouse,1950000
6879,6879,April,RABAT,character,500000
6880,6880,April,RABAT,apartment,136000
6881,6881,April,RABAT,farmhouse,1950000
6882,6882,April,RABAT,villa,630000
6883,6883,April,RABAT,plot,600000
6884,6884,April,RABAT,apartment,130000
6885,6885,April,RABAT,character,255000
6886,6886,April,SAFI,maisonettes,148000
6887,6887,April,SAFI,penthouse,187000
6888,6888,April,SALINA,farmhouse,790000
6889,6889,April,SAN ĠWANN,villa,750000
6890,6890,April,SAN ĠWANN,apartment,194000
6891,6891,April,SAN ĠWANN,house of character of character,350000
6892,6892,April,SAN ĠWANN,penthouse,185000
6893,6893,April,SAN ĠWANN,apartment,255000
6894,6894,April,SAN ĠWANN,house of character of character,318500
6895,6895,April,SAN ĠWANN,apartment,180000
6896,6896,April,SAN PAWL,plot,850000
6897,6897,April,SANTA MARIA,house of character of character,565000
6898,6898,April,SENGLEA,house of character of character,400000
6899,6899,April,SENGLEA,townhouse,198000
6900,6900,April,SENGLEA,house of character of character,290000
6901,6901,April,SENGLEA,townhouse,130000
6902,6902,April,SIĠĠIEWI,penthouse,305000
6903,6903,April,SIĠĠIEWI,apartment,143000
6904,6904,April,SIĠĠIEWI,character,191000
6905,6905,April,SLIEMA,apartment,338000
6906,6906,April,SLIEMA,apartment,325000
6907,6907,April,SLIEMA,apartment,990000
6908,6908,April,SLIEMA,apartment,750000
6909,6909,April,SLIEMA,penthouse,470000
6910,6910,April,SLIEMA,apartment,335000
6911,6911,April,SLIEMA,apartment,375000
6912,6912,April,SLIEMA,character,895000
6913,6913,April,SLIEMA,penthouse,780000
6914,6914,April,SLIEMA,apartment,215000
6915,6915,April,SLIEMA,townhouse,535000
6916,6916,April,SLIEMA,apartment,189000
6917,6917,April,SLIEMA,apartment,275000
6918,6918,April,SLIEMA,apartment,189000
6919,6919,April,SLIEMA,apartment,695000
6920,6920,April,SLIEMA,maisonette,285000
6921,6921,April,SLIEMA,maisonette,350000
6922,6922,April,SLIEMA,apartment,245000
6923,6923,April,SLIEMA,apartment,1990000
6924,6924,April,SLIEMA,apartment,250000
6925,6925,April,SLIEMA,apartment,189000
6926,6926,April,SLIEMA,apartment,950000
6927,6927,April,SLIEMA,apartment,350000
6928,6928,April,SLIEMA,penthouse,495000
6929,6929,April,SLIEMA,apartment,375000
6930,6930,April,SLIEMA,apartment,440000
6931,6931,April,SLIEMA,apartment,440000
6932,6932,April,SLIEMA,townhouse,415000
6933,6933,April,SLIEMA,townhouse,720000
6934,6934,April,SLIEMA,townhouse,535000
6935,6935,April,SLIEMA,apartment,495000
6936,6936,April,SLIEMA,maisonette,148500
6937,6937,April,SLIEMA,apartment,380000
6938,6938,April,SLIEMA,apartment,189000
6939,6939,April,ST JULIANS,apartment,375000
6940,6940,April,ST JULIANS,apartment,190000
6941,6941,April,ST JULIANS,apartment,345000
6942,6942,April,ST JULIANS,apartment,260000
6943,6943,April,ST JULIANS,plot,850000
6944,6944,April,ST JULIANS,apartment,298000
6945,6945,April,ST JULIANS,apartment,290000
6946,6946,April,ST JULIANS,apartment,190000
6947,6947,April,ST JULIANS,apartment,265000
6948,6948,April,ST JULIANS,townhouse,550000
6949,6949,April,ST JULIANS,apartment,475000
6950,6950,April,ST JULIANS,apartment,210000
6951,6951,April,ST JULIANS,townhouse,500000
6952,6952,April,ST JULIANS,apartment,288000
6953,6953,April,ST JULIANS,apartment,340000
6954,6954,April,ST JULIANS,apartment,675000
6955,6955,April,ST JULIANS,apartment,260000
6956,6956,April,ST JULIANS,apartment,210000
6957,6957,April,ST JULIANS,apartment,389000
6958,6958,April,ST PAUL,penthouse,185000
6959,6959,April,ST PAUL,apartment,150000
6960,6960,April,ST PAUL,apartment,175000
6961,6961,April,ST PAUL,penthouse,210000
6962,6962,April,ST PAUL,penthouse,210000
6963,6963,April,ST PAUL,apartment,115000
6964,6964,April,ST VENERA,apartment,135000
6965,6965,April,ST VENERA,apartment,115000
6966,6966,April,ST VENERA,apartment,154000
6967,6967,April,ST VENERA,apartment,159000
6968,6968,April,ST VENERA,maisonette,189000
6969,6969,April,ST VENERA,apartment,136000
6970,6970,April,ST VENERA,apartment,155000
6971,6971,April,SWATAR,apartment,159000
6972,6972,April,SWATAR,apartment,159000
6973,6973,April,SWIEQI,apartment,270000
6974,6974,April,SWIEQI,apartment,247000
6975,6975,April,SWIEQI,villa,1150000
6976,6976,April,SWIEQI,apartment,525000
6977,6977,April,SWIEQI,apartment,275000
6978,6978,April,SWIEQI,apartment,283000
6979,6979,April,SWIEQI,villa,305000
6980,6980,April,SWIEQI,apartment,275000
6981,6981,April,SWIEQI,penthouse,320000
6982,6982,April,SWIEQI,apartment,275000
6983,6983,April,SWIEQI,apartment,210000
6984,6984,April,SWIEQI,penthouse,500000
6985,6985,April,TA,villa,5500000
6986,6986,April,TAL IBRAĠ,apartment,340000
6987,6987,April,TAL IBRAĠ,apartment,530000
6988,6988,April,TAL IBRAĠ,villa,1400000
6989,6989,April,TAL IBRAĠ,maisonette,300000
6990,6990,April,TAL IBRAĠ,villa,1000000
6991,6991,April,TAL IBRAĠ,plot,530000
6992,6992,April,TAL IBRAĠ,house of character of character,530000
6993,6993,April,TARXIEN,apartment,130000
6994,6994,April,TARXIEN,apartment,130000
6995,6995,April,TARXIEN,house of character of character,420000
6996,6996,April,TARXIEN,apartment,135000
6997,6997,April,TARXIEN,apartment,108000
6998,6998,April,TARXIEN,townhouse,255000
6999,6999,April,_GoBack,apartment,120000
7000,7000,April,TARXIEN,townhouse,250000
7001,7001,April,THE,maisonette,435000
7002,7002,April,THE,villa,795000
7003,7003,April,TIGNÉ,apartment,745000
7004,7004,April,TIGNÉ,apartment,850000
7005,7005,April,VALLETTA,townhouse,550000
7006,7006,April,VALLETTA,apartment,1250000
7007,7007,April,VALLETTA,maisonette,300000
7008,7008,April,VALLETTA,character,1888000
7010,7010,April,VALLETTA,townhouse,265000
7011,7011,April,VALLETTA,townhouse,265000
7013,7013,April,XEMXIJA,apartment,425000
7014,7014,April,XEMXIJA,penthouse,540000
7015,7015,April,XEMXIJA,apartment,175000
7016,7016,April,ŻABBAR,character,117000
7017,7017,April,ŻABBAR,apartment,128000
7018,7018,April,ŻABBAR,maisonette,135000
7019,7019,April,ŻABBAR,shop,58000
7020,7020,April,ŻABBAR,apartment,108500
7021,7021,April,ŻABBAR,house of character of character,310000
7022,7022,April,ŻABBAR,apartment,100000
7023,7023,April,ŻABBAR,maisonette,155000
7024,7024,April,ŻABBAR,farmhouse,400000
7025,7025,April,ŻABBAR,house of character of character,95000
7026,7026,April,ŻEBBIEGĦ,penthouse,275000
7027,7027,April,ŻEBBUĠ,apartment,170000
7028,7028,April,ŻEBBUĠ,character,399000
7029,7029,April,ŻEBBUĠ,apartment,124000
7030,7030,April,ŻEBBUĠ,character,855000
7031,7031,April,ŻEBBUĠ,maisonette,150000
7032,7032,April,ŻEBBUĠ,apartment,154500
7033,7033,April,ŻEBBUĠ,penthouse,285000
7034,7034,April,ŻEBBUĠ,character,450000
7035,7035,April,ŻEJTUN,apartment,125000
7036,7036,April,ŻEJTUN,penthouse,158000
7037,7037,April,ŻEJTUN,maisonette,239000
7038,7038,April,ŻEJTUN,character,550000
7039,7039,April,ŻURRIEQ,penthouse,138500
7040,7040,April,ŻURRIEQ,penthouse,175000
7041,7041,April,ŻURRIEQ,maisonette,228000
7042,7042,April,ŻURRIEQ,apartment,135000
7043,7043,April,ŻURRIEQ,maisonettes,130000
7044,7044,April,ŻURRIEQ,maisonette,160000
7045,7045,April,ŻURRIEQ,apartment,195000
7046,7046,April,ŻURRIEQ,maisonette,228000
7047,7047,April,ŻURRIEQ,penthouse,180000
7048,7048,April,GOZO MARSALFORN,apartment,95000
7049,7049,April,GŻIRA,apartment,295000
7050,7050,April,MANIKATA,penthouse,375000
7051,7051,April,QAWRA,apartment,180000
7052,7052,April,ST JULIANS,apartment,290000
7053,7053,April,ST VENERA,apartment,135000
7054,7054,April,ATTARD,townhouse,850000
7055,7055,April,BAĦAR IĊ-ĊAGĦAQ,penthouse,295000
7056,7056,April,GĦARGĦUR,penthouse,425000
7057,7057,April,GOZO MARSALFORN,apartment,119000
7058,7058,April,_GoBack,penthouse,130000
7059,7059,April,NAXXAR,character,790000
7060,7060,April,PIETÀ,apartment,200000
7061,7061,April,TAL IBRAĠ,apartment,310000
7062,7062,May,FLORIANA,penthouse,165000
7063,7063,May,ATTARD,apartment,205000
7064,7064,May,SWIEQI,maisonette,367500
7065,7065,April,ATTARD,penthouse,340000
7066,7066,April,ATTARD,bungalow,950000
7067,7067,April,ATTARD,apartment,205000
7068,7068,April,ATTARD,house of character of character,480000
7069,7069,April,ATTARD,apartment,210000
7070,7070,April,ATTARD,plot,978000
7071,7071,April,ATTARD,villa,235000
7072,7072,April,ATTARD,penthouse,415000
7073,7073,April,ATTARD,apartment,195000
7074,7074,April,ATTARD,maisonette,280000
7075,7075,April,ATTARD,apartment,275000
7076,7076,April,ATTARD,maisonette,375000
7077,7077,April,ATTARD,villa,620000
7078,7078,April,ATTARD,bungalow,750000
7079,7079,April,ATTARD,maisonette,280000
7080,7080,April,BAĦAR IĊ-ĊAGĦAQ,maisonette,290000
7081,7081,April,BAĦAR IĊ-ĊAGĦAQ,maisonette,400000
7082,7082,April,BAĦRIJA,apartment,200000
7083,7083,April,BALZAN,apartment,190000
7084,7084,April,BALZAN,maisonette,315000
7085,7085,April,BALZAN,townhouse,265500
7086,7086,April,BIRGUMA,bungalow,888000
7087,7087,April,BIRKIRKARA,townhouse,189000
7088,7088,April,BIRKIRKARA,character,670000
7089,7089,April,BIRKIRKARA,apartment,126000
7090,7090,April,BIRKIRKARA,maisonette,275000
7091,7091,April,BIRKIRKARA,apartment,229500
7092,7092,April,BIRKIRKARA,apartment,160000
