Date_Published,Locality,Type_of_Property,Price
September,QORMI,apartment,116000
September,QORMI,Plot,238000
September,QORMI,penthouse,100000
September,QRENDI,house,185000
September,QRENDI,character,200000
September,QRENDI,character,550000
September,QRENDI,character,99000
September,QRENDI,character,
September,RABAT,,38000
September,RABAT,townhouse,200000
September,RABAT,restaurant,900000
September,RABAT,townhouse,93000
September,RABAT,penthouse,468000
September,RABAT,townhouse,297500
September,RABAT,townhouse,415000
September,RABAT,flat,112000
September,RABAT,townhouse,110000
September,SALINA,farmhouse,675000
September,ST ANDREWS,apartment,360000
September,SAN ĠWANN,,
September,SAN ĠWANN,apartment,158000
September,SAN PAWL,villa,755000
September,SAN PAWL,villa,795000
September,SAN PAWL,apartment,198000
September,SAN PAWL,maisonette,266000
September,SANTA LUĊIJA,house,295000
September,SELMUN,plot,
September,SENGLEA,townhouse,175000
September,SENGLEA,townhouse,395000
September,SENGLEA,,850000
September,SIĠĠIEWI,farmhouse,
September,SIĠĠIEWI,maisonette,125000
September,SIĠĠIEWI,penthouse,128000
September,SIĠĠIEWI,apartment,100000
September,SIĠĠIEWI,character,215000
September,SLIEMA,apartment,795000
September,SLIEMA,apartment,318000
September,SLIEMA,,300000
September,SLIEMA,apartment,300000
September,SLIEMA,penthouse,475000
September,SLIEMA,apartment,599000
September,SLIEMA,penthouse,475000
September,SLIEMA,apartment,380000
September,SLIEMA,apartment,295000
September,SLIEMA,Apartment,320000
September,SLIEMA,apartment,472500
September,SLIEMA,Penthouse,370000
September,SLIEMA,,
September,SLIEMA,Townhouse,215000
September,SLIEMA,apartment,650000
September,SLIEMA,apartment,400000
September,SLIEMA,apartment,276000
September,SLIEMA,townhouse,250000
September,SLIEMA,,
September,SLIEMA,maisonette,265000
September,ST JULIANS,,285000
September,ST JULIANS,penthouse,300000
September,ST JULIANS,maisonette,220000
September,ST JULIANS,maisonette,275000
September,ST JULIANS,apartment,275000
September,ST JULIANS,,248000
September,ST JULIANS,apartments,160000
September,ST JULIANS,penthouse,220000
September,ST JULIANS,apartment,160000
September,ST JULIANS,,220000
September,ST PAUL,apartment,185000
September,ST PAUL,apartment,585000
September,ST PAUL,,260000
September,ST PAUL,apartment,352000
September,ST PAUL,apartments,112000
September,ST PAUL,penthouse,310000
September,ST PAUL,penthouse,175000
September,ST PAUL,apartment,235000
September,ST PAUL,apartment,290000
September,ST PAUL,penthouse,270000
September,ST PAUL,,215000
September,ST PAUL,flat,115000
September,ST PAUL,penthouse,210000
September,ST PAUL,apartment,115000
September,ST VENERA,maisonette,265000
September,ST VENERA,Maisonettes,55000
September,ST VENERA,house,260000
September,ST VENERA,maisonette,81000
September,SWATAR,maisonette,285000
September,SWATAR,maisonette,210000
September,SWATAR,,145000
September,SWATAR,house,318000
September,SWATAR,maisonette,
September,SWATAR,house,333000
September,SWIEQI,apartment,255000
September,SWIEQI,house,485000
September,SWIEQI,maisonette,285000
September,SWIEQI,maisonette,310000
September,SWIEQI,maisonette,285000
September,TA,apartments,145000
September,TA,,135000
September,TAL IBRAĠ,apartments,275000
September,TAL IBRAG,,105000
September,TAL IBRAĠ,apartment,198000
September,TAL IBRAĠ,apartment,390000
September,TAL IBRAĠ,apartment,390000
September,TARXIEN,apartment,110000
September,TARXIEN,townhouse,168000
September,TARXIEN,apartment,105000
September,TARXIEN,apartment,98000
September,TARXIEN,Shop,52000
September,TARXIEN,,
September,THE,apartment,
September,THE,,250000
September,TIGNÉ,apartment,890000
September,UNIVERSITY,apartment,
September,VALLETTA,maisonette,220000
September,VALLETTA,character,1300000
September,VALLETTA,maisonette,120000
September,VALLETTA,bar,225000
September,VICTORIA,villa,750000
September,VICTORIA,plot,1500000
September,XEMXIJA,apartment,199000
September,XEMXIJA,apartment,387000
September,XEMXIJA,Penthouse,478000
September,XEMXIJA,apartment,348000
September,XEMXIJA,maisonette,125000
September,XGĦAJRA,house,81000
September,ŻABBAR,villa,327500
September,ŻABBAR,apartment,122000
September,ŻABBAR,Penthouse,89000
September,ŻABBAR,house,267000
September,ŻABBAR,,440000
September,ŻEBBUĠ,apartment,96000
September,ŻEBBUĠ,penthouse,155000
September,ŻEBBUĠ,character,299000
September,ŻEBBUĠ,maisonette,234000
September,ŻEBBUG,maisonette,
September,ŻEJTUN,farmhouse,600000
September,ŻEJTUN,character,220000
September,ŻEJTUN,apartment,135000
September,ŻEJTUN,apartments,77000
September,ŻEJTUN,apartment,90000
September,ŻEJTUN,character,530000
September,ŻEJTUN,apartments,77000
September,ŻURRIEQ,character,640000
September,BIRKIRKARA,apartment,160000
September,GĦARGĦUR,maisonette,225000
September,GŻIRA,apartments,122000
September,IKLIN,maisonette,185000
September,MADLIENA,villa,1250000
September,MOSTA,character,347000
September,PENDER,apartment,365000
September,QAWRA,,87500
September,SLIEMA,maisonette,149000
September,SLIEMA,apartment,220000
September,SLIEMA,apartment,295000
September,GOZO MARSALFORN,apartment,75000
September,GOZO NADUR,apartment,150000
September,GOZO QALA,house,90000
September,GOZO QALA,character,313000
September,NAXXAR,character,362000
September,SLIEMA,apartment,595000
September,BIRKIRKARA,apartment,95000
September,GOZO XLENDI,,32000
September,NAXXAR,apartments,124000
September,ATTARD,villa,680000
September,BALZAN,apartment,155000
September,BIRKIRKARA,penthouse,125000
September,BUĠIBBA,apartment,120000
September,BUNGALOW,BUNGALOW,55000
September,GOZO QALA,character,370000
September,GOZO VICTORIA,character,290000
September,GOZO VICTORIA,apartment,110000
September,MADLIENA,apartment,245000
September,MSIDA,maisonette,185000
September,PWALES,flat,120000
September,SLIEMA,apartment,549000
September,XEMXIJA,apartment,115000
September,FGURA,apartment,90000
September,MARSASCALA,maisonette,155000
September,MADLIENA,villa,1800000
September,QAWRA,Penthouse,130000
September,SENGLEA,,950000
September,SLIEMA,apartment,690000
September,SLIEMA,apartment,239000
September,SLIEMA,apartment,600000
September,ST JULIANS,apartment,355000
September,TAL IBRAĠ,penthouse,430000
September,ATTARD,apartments,
September,ATTARD,villa,680000
September,ATTARD,maisonette,141000
September,ATTARD,penthouse,278000
September,ATTARD,maisonette,210000
September,ATTARD,apartment,175000
September,ATTARD,Apartment,175000
September,ATTARD,Apartment,210000
September,ATTARD,penthouse,185000
September,ATTARD,apartment,175000
September,ATTARD,apartment,210000
September,ATTARD,penthouse,180000
September,ATTARD,house,490000
September,ATTARD,apartment,155000
September,ATTARD,apartment,210000
September,ATTARD,character,230000
September,ATTARD,character,320000
September,ATTARD,apartment,211000
September,ATTARD,apartment,245000
September,ATTARD,Maisonette,230000
September,ATTARD,maisonette,245000
September,ATTARD,apartment,210000
September,ATTARD,apartment,155000
September,ATTARD,bungalow,
September,ATTARD,villa,640000
September,ATTARD,maisonette,230000
September,ATTARD,house,360000
September,ATTARD,house,240000
September,ATTARD,house,
September,BAĦAR IĊ-ĊAGĦAQ,house,595000
September,BAĦAR IĊ-ĊAGĦAQ,apartment,160000
September,BAĦAR IĊ-ĊAGĦAQ,apartment,128000
September,BAĦAR IĊ-ĊAGĦAQ,apartment,196000
September,BAĦAR IĊ-ĊAGĦAQ,,22000
September,BAĦAR IĊ-ĊAGĦAQ,villa,650000
September,BAĦAR IĊ-ĊAGĦAQ,maisonette,229000
September,BAĦRIJA,bungalow,650000
September,BALZAN,townhouse,565000
September,BALZAN,apartment,70000
September,BALZAN,house,370000
September,BALZAN,maisonette,295000
September,BALZAN,apartment,175000
September,BALZAN,maisonette,123500
September,BALZAN,apartment,165000
September,BALZAN,house,359000
September,BALZAN,house,350000
September,BIRGUMA,villa,
September,BIRKIRKARA,apartment,106000
September,BIRKIRKARA,apartment,120000
September,BIRKIRKARA,apartment,140000
September,BIRKIRKARA,townhouse,265000
September,BIRKIRKARA,character,189000
September,BIRKIRKARA,apartment,125000
September,BIRKIRKARA,,
September,BIRKIRKARA,character,320000
September,BIRKIRKARA,apartment,116000
September,BIRKIRKARA,townhouse,
September,BIRKIRKARA,Apartment,140000
September,BIRKIRKARA,apartment,170000
September,BIRKIRKARA,apartment,127000
September,BIRKIRKARA,apartment,115000
September,BIRKIRKARA,Warehouse,477000
September,BIRŻEBBUĠA,house,220000
September,BIRŻEBBUĠA,maisonette,128000
September,BIRŻEBBUĠA,house,150000
September,BLATA L,villa,390000
September,BUĠIBBA,apartment,95000
September,BUĠIBBA,apartments,79500
September,BUĠIBBA,maisonette,125000
September,BUĠIBBA,apartment,99000
September,BUĠIBBA,penthouse,320000
September,BUĠIBBA,apartment,95000
September,BUĠIBBA,flat,95000
September,COSPICUA,house,215000
September,COSPICUA,maisonette,75000
September,DINGLI,apartments,140000
September,DINGLI,house,175000
September,FGURA,penthouse,
September,FGURA,Maisonette,215000
September,FGURA,apartments,95000
September,FGURA,apartment,100000
September,FGURA,apartments,129000
September,FLORIANA,apartments,455000
September,FLORIANA,apartments,450000
September,FLORIANA,apartment,107000
September,FLORIANA,character,110000
September,FORT,apartment,599000
September,GĦARGĦUR,apartment,175000
September,GĦARGĦUR,character,580000
September,GĦARGĦUR,character,580000
September,GĦARGĦUR,maisonette,285000
September,GĦARGĦUR,maisonette,318000
September,GĦARGĦUR,apartment,135000
September,GĦARGĦUR,penthouse,325000
September,GĦARGĦUR,,160000
September,GĦARGĦUR,character,580000
September,GĦARGĦUR,Townhouse,350000
September,GĦAXAQ,,125000
September,GĦAXAQ,character,143000
September,GOZO GĦASRI,,
September,GOZO GĦASRI,house,359000
September,GOZO MARSALFORN,apartment,85000
September,GOZO MARSALFORN,penthouse,145000
September,GOZO NADUR,apartment,110000
September,GOZO QALA,apartment,115000
September,GOZO SAN,house,350000
September,GOZO SAN,apartment,85000
September,GOZO SANNAT,maisonette,125000
September,GOZO VICTORIA,flat,130000
September,GOZO XAGĦRA,maisonette,270000
September,GOZO XAGĦRA,penthouse,168000
September,GOZO XLENDI,apartment,
September,GOZO ŻEBBUĠ,apartments,
September,GOZO Best,apartment,89000
September,GUDJA,villa,273000
September,GUDJA,house,225000
September,GUDJA,,55000
September,GUDJA,apartment,220000
September,GUDJA,apartment,90000
September,GUDJA,apartments,104000
September,GŻIRA,maisonette,115000
September,GŻIRA,apartment,190000
September,GŻIRA,penthouse,190000
September,GŻIRA,penthouse,
September,GŻIRA,maisonette,175000
September,GŻIRA,apartment,265000
September,HAMRUN,character,200000
September,ĦAMRUN,townhouse,103000
September,ĦAMRUN,maisonette,112500
September,ĦAMRUN,maisonette,55000
September,ĦAMRUN,maisonette,154000
September,ĦAMRUN,maisonette,107000
September,ĦAMRUN,apartments,110000
September,ĦAMRUN,penthouse,320000
September,HIGH,villa,
September,IKLIN,maisonette,185000
September,IKLIN,house,390000
September,IKLIN,house,415000
September,KAPPARA,villa,495000
September,KAPPARA,Villa,550000
September,KIRKOP,maisonette,145500
September,KIRKOP,maisonette,119000
September,LIJA,house,795000
September,LIJA,villa,900000
September,LUQA,,325000
September,LUQA,maisonette,130000
September,LUQA,character,450000
September,MADLIENA,,
September,MADLIENA,,
September,MADLIENA,,840000
September,MADLIENA,apartment,495000
September,MADLIENA,bungalow,
September,MANIKATA,apartments,152000
September,MANIKATA,penthouse,185000
September,MANIKATA,maisonette,350000
September,MARSASCALA,Apartment,108000
September,MARSASCALA,penthouse,100000
September,MARSASCALA,penthouse,230000
September,MARSASCALA,apartment,107000
September,MARSASCALA,villa,850000
September,MARSASCALA,house,199500
September,MARSASCALA,maisonette,149000
September,MARSASCALA,penthouse,375000
September,MARSASCALA,penthouse,145000
September,MARSASCALA,penthouse,62000
September,MARSASCALA,,116000
September,MARSASCALA,maisonette,155000
September,MARSASCALA,,188000
September,MARSASCALA,penthouse,230000
September,MARSASCALA,apartments,
September,MARSASCALA,maisonette,159500
September,MARSAXLOKK,Apartment,145000
September,MDINA,townhouse,700000
September,MDINA,house,700000
September,MDINA,character,700000
September,MDINA,townhouse,
September,MELLIEĦA,maisonette,235000
September,MELLIEĦA,maisonette,175000
September,MELLIEĦA,maisonette,300000
September,MELLIEĦA,apartment,148000
September,MELLIEĦA,maisonette,320000
September,MELLIEĦA,maisonette,160000
September,MELLIEĦA,apartment,145000
September,MELLIEĦA,Penthouse,160000
September,MELLIEĦA,,
September,MELLIEĦA,apartment,123500
September,MĠARR,penthouse,188000
September,MĠARR,Penthouse,190000
September,MĠARR,Penthouse,190000
September,MONTE,villa,550000
September,MOSTA,bungalow,600000
September,MOSTA,character,347000
September,MOSTA,maisonette,255000
September,MOSTA,apartment,173000
September,MOSTA,apartment,183000
September,MOSTA,apartment,265000
September,MOSTA,Apartments,185000
September,MOSTA,villa,750000
September,MOSTA,penthouse,288000
September,MOSTA,maisonette,165000
September,MOSTA,penthouse,245000
September,MOSTA,apartment,250000
September,MOSTA,house,320000
September,MOSTA,character,285000
September,MOSTA,villa,535000
September,MOSTA,apartment,178000
September,MOSTA,penthouse,225000
September,MOSTA,character,485000
September,MOSTA,penthouse,198000
September,MOSTA,Maisonette,185000
September,MOSTA,apartment,125000
September,MOSTA,maisonette,191000
September,MOSTA,apartment,125000
September,MOSTA,penthouse,215000
September,MOSTA,penthouse,185000
September,MOSTA,apartment,135000
September,MOSTA,Penthouse,275000
September,MOSTA,penthouse,112
September,MOSTA,penthouse,200000
September,MOSTA,penthouse,275000
September,MOSTA,apartment,155000
September,MOSTA,villa,430000
September,MOSTA,character,333000
September,MRIEĦEL,Warehouse,375000
September,MSIDA,apartments,170000
September,MSIDA,apartment,149000
September,MSIDA,apartment,155000
September,MSIDA,apartment,159000
September,MSIDA,apartment,105000
September,MSIDA,,120000
September,MSIDA,apartment,105000
September,MSIDA,apartment,145000
September,MSIDA,apartment,165000
September,MSIDA,Penthouse,136000
September,MSIDA,apartment,135000
September,NAXXAR,character,650000
September,NAXXAR,house,210000
September,NAXXAR,penthouse,960000
September,NAXXAR,apartments,115000
September,NAXXAR,apartment,165000
September,NAXXAR,apartment,115000
September,NAXXAR,apartment,232000
September,NAXXAR,maisonette,139000
September,NAXXAR,maisonettes,105000
September,NAXXAR,apartment,195000
September,PAOLA,penthouse,130000
September,PAOLA,apartment,92000
September,PAOLA,warehouse,84000
September,PAOLA,house,195000
September,PAOLA,,65000
September,PAOLA,Townhouse,132500
September,PEMBROKE,maisonette,280000
September,PIETÀ,apartments,270000
September,PIETÀ,penthouse,159000
September,PIETÀ,apartment,125
September,PIETÀ,,
September,PIETÀ,apartment,160000
September,PORTOMASO,apartment,1250000
September,PORTOMASO,apartment,620000
September,PWALES,penthouse,270000
September,QAWRA,apartment,196000
September,QAWRA,apartment,130000
September,QAWRA,maisonette,227900
September,QAWRA,apartments,
September,QAWRA,flat,150000
September,QAWRA,apartments,78000
September,QAWRA,apartment,87000
September,QAWRA,penthouse,130000
September,QAWRA,maisonette,217000
September,QAWRA,,87500
September,QAWRA,,260000
September,QAWRA,penthouse,265000
September,QAWRA,plot,500000
September,QORMI,,160000
September,QORMI,character,100000
September,QORMI,apartment,116000
September,QORMI,Penthouse,100000
September,QRENDI,house,185000
September,RABAT,house,368000
September,RABAT,villa,555000
September,RABAT,plot,495000
September,RABAT,penthouse,458000
September,RABAT,apartment,233000
